animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
buffalo,9,40.1,weakness,salivation,fatigue,pasteurellosis
goat,3,37.9,difficulty breathing,loss of appetite,swelling in neck,pasteurellosis
sheep,3,101.7,difficult breathing,depression,loss of appetite,pneumonia
cow,7,103.5,blisters on tongue,lameness,loss of appetite,foot and mouth
sheep,1,39.9,weakness,fatigue,swelling in neck,pasteurellosis
sheep,5,37.4,difficulty breathing,reduced movement,restlessness,bloat
buffalo,14,103.8,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,6,103.2,swelling in limb,loss of appetite,crackling sound,blackleg
goat,1,37.4,difficulty breathing,fatigue,loss of appetite,pasteurellosis
cow,11,104.6,loss of appetite,sores on tongue,difficulty walking,foot and mouth
cow,10,101.0,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,9,100.6,loss of appetite,depression,coughing,pneumonia
sheep,9,104.2,loss of appetite,depression,coughing,pneumonia
goat,7,101.9,coughing,depression,loss of appetite,pneumonia
sheep,3,39.1,swelling in neck,coughing,nasal discharge,pasteurellosis
sheep,2,102.8,painless lumps,depression,loss of appetite,lumpy skin disease
cow,6,101.9,crackling sound,difficulty walking,loss of appetite,blackleg
buffalo,13,104.0,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,1,104.6,depression,difficult breathing,loss of appetite,pneumonia
goat,5,102.2,difficulty walking,loss of appetite,crackling sound,blackleg
cow,13,101.2,depression,loss of appetite,difficult breathing,pneumonia
sheep,8,102.6,loss of appetite,depression,painless lumps,lumpy skin disease
goat,7,103.7,swelling in muscle,difficulty walking,depression,blackleg
buffalo,6,101.3,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,9,101.0,loss of appetite,swelling in muscle,crackling sound,blackleg
goat,9,40.9,swelling in neck,coughing,depression,pasteurellosis
cow,7,39.1,swollen udder,fatigue,milk clots,mastitis
buffalo,6,37.4,depression,fatigue,coughing,pasteurellosis
cow,7,102.8,loss of appetite,blisters on tongue,lameness,foot and mouth
sheep,5,102.0,depression,loss of appetite,swelling in muscle,blackleg
buffalo,6,100.5,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,9,39.1,swelling in neck,depression,salivation,pasteurellosis
cow,9,105.0,sores on mouth,lameness,loss of appetite,foot and mouth
cow,5,39.1,weakness,salivation,difficulty breathing,pasteurellosis
cow,12,102.4,loss of appetite,blisters on mouth,lameness,foot and mouth
goat,9,102.6,painless lumps,loss of appetite,depression,lumpy skin disease
goat,10,102.7,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,5,101.4,swelling in muscle,lameness,crackling sound,blackleg
cow,6,103.8,sores on hooves,loss of appetite,difficulty walking,foot and mouth
goat,5,101.1,loss of appetite,depression,lameness,blackleg
goat,3,101.9,loss of appetite,painless lumps,depression,lumpy skin disease
goat,3,103.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,10,40.1,loss of appetite,nasal discharge,high fever,pasteurellosis
goat,2,39.1,nasal discharge,depression,swelling in neck,pasteurellosis
sheep,10,102.7,painless lumps,loss of appetite,depression,lumpy skin disease
goat,1,40.2,swelling in neck,depression,salivation,pasteurellosis
buffalo,5,37.0,depression,loss of appetite,nasal discharge,pasteurellosis
buffalo,14,100.9,depression,swelling in muscle,crackling sound,blackleg
goat,3,100.2,nasal discharge,loss of appetite,depression,pneumonia
goat,4,104.8,loss of appetite,depression,difficult breathing,pneumonia
buffalo,8,101.7,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,4,104.7,loss of appetite,depression,nasal discharge,pneumonia
buffalo,14,101.7,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,1,102.6,lameness,sores on mouth,loss of appetite,foot and mouth
sheep,10,101.9,loss of appetite,crackling sound,swelling in limb,blackleg
cow,8,39.1,bloated abdomen,trembling,diarrhea,enterotoxemia
buffalo,4,104.9,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,10,37.2,swelling in neck,weakness,high fever,pasteurellosis
cow,13,102.0,painless lumps,depression,loss of appetite,lumpy skin disease
cow,13,100.8,coughing,depression,loss of appetite,pneumonia
buffalo,5,103.1,coughing,loss of appetite,depression,pneumonia
buffalo,2,101.6,coughing,depression,loss of appetite,pneumonia
buffalo,5,37.4,difficulty breathing,swelling in neck,loss of appetite,pasteurellosis
sheep,7,37.1,difficulty walking,depression,swelling in muscles,blackleg
sheep,7,104.9,coughing,loss of appetite,depression,pneumonia
sheep,5,40.9,salivation,nasal discharge,weakness,pasteurellosis
buffalo,15,103.4,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,8,102.6,loss of appetite,blisters on gums,lameness,foot and mouth
sheep,9,100.2,depression,crackling sound,swelling in limb,blackleg
buffalo,9,40.7,loss of appetite,lameness,salivation,foot and mouth disease
sheep,1,102.2,loss of appetite,swelling in limb,depression,blackleg
buffalo,7,37.9,weakness,nasal discharge,coughing,pasteurellosis
sheep,6,103.9,loss of appetite,depression,swelling in muscle,blackleg
buffalo,10,101.0,depression,swelling in limb,loss of appetite,blackleg
cow,1,100.3,painless lumps,loss of appetite,depression,lumpy skin disease
goat,10,38.5,high fever,swelling in neck,depression,pasteurellosis
goat,8,100.0,nasal discharge,loss of appetite,depression,pneumonia
goat,10,101.9,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,1,101.1,difficult breathing,depression,loss of appetite,pneumonia
buffalo,10,104.9,depression,lameness,crackling sound,blackleg
sheep,1,100.6,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
cow,4,102.9,loss of appetite,sores on tongue,lameness,foot and mouth
buffalo,12,103.0,difficulty walking,loss of appetite,swelling in muscle,blackleg
sheep,6,101.9,blisters on tongue,lameness,loss of appetite,foot and mouth
cow,10,103.4,loss of appetite,depression,nasal discharge,pneumonia
sheep,7,41.1,loss of appetite,depression,nasal discharge,pasteurellosis
goat,1,104.0,coughing,loss of appetite,depression,pneumonia
buffalo,13,102.7,loss of appetite,depression,swelling in limb,blackleg
buffalo,9,103.5,loss of appetite,painless lumps,depression,lumpy skin disease
goat,6,38.1,high fever,difficulty breathing,swelling in neck,pasteurellosis
sheep,9,102.5,blisters on hooves,lameness,loss of appetite,foot and mouth
goat,4,101.5,coughing,loss of appetite,depression,pneumonia
buffalo,11,100.9,depression,loss of appetite,nasal discharge,pneumonia
buffalo,9,100.4,depression,coughing,loss of appetite,pneumonia
buffalo,15,104.6,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,9,104.6,loss of appetite,crackling sound,swelling in limb,blackleg
goat,10,39.3,lameness,weight loss,infertility,brucellosis
cow,8,103.2,crackling sound,depression,difficulty walking,blackleg
goat,9,104.2,loss of appetite,coughing,depression,pneumonia
sheep,1,104.3,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
sheep,6,103.8,loss of appetite,lameness,sores on mouth,foot and mouth
buffalo,3,38.2,lameness,difficulty walking,swollen limbs,blackleg
buffalo,5,100.9,loss of appetite,lameness,depression,blackleg
buffalo,3,37.5,reduced milk production,chest pain,depression,pneumonia
sheep,6,100.1,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,5,37.0,weakness,high fever,difficulty breathing,pasteurellosis
sheep,6,101.7,depression,coughing,loss of appetite,pneumonia
buffalo,6,38.6,restlessness,stomach distention,difficulty breathing,bloat
cow,9,100.7,crackling sound,lameness,swelling in limb,blackleg
buffalo,11,103.7,loss of appetite,difficult breathing,depression,pneumonia
buffalo,4,39.1,depression,loss of appetite,swelling in neck,pasteurellosis
buffalo,15,100.1,sores on tongue,loss of appetite,difficulty walking,foot and mouth
cow,2,37.1,sores on mouth,salivation,drooling,foot and mouth disease
goat,7,104.0,loss of appetite,coughing,depression,pneumonia
sheep,10,102.1,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,4,100.3,sores on gums,lameness,loss of appetite,foot and mouth
goat,9,102.3,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,10,40.7,depression,chest pain,coughing,pneumonia
buffalo,10,37.3,loss of appetite,high fever,weakness,pasteurellosis
sheep,2,103.9,depression,swelling in limb,crackling sound,blackleg
goat,5,101.5,depression,lameness,swelling in limb,blackleg
buffalo,15,100.2,crackling sound,lameness,loss of appetite,blackleg
cow,15,104.2,coughing,depression,loss of appetite,pneumonia
cow,10,39.1,salivation,difficulty breathing,nasal discharge,pasteurellosis
goat,2,102.8,sores on gums,loss of appetite,lameness,foot and mouth
cow,10,104.3,loss of appetite,depression,nasal discharge,pneumonia
cow,14,104.4,difficult breathing,loss of appetite,depression,pneumonia
buffalo,4,101.9,loss of appetite,swelling in limb,crackling sound,blackleg
cow,12,102.0,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,8,39.1,high fever,weakness,nasal discharge,pasteurellosis
cow,9,101.7,lameness,depression,swelling in limb,blackleg
sheep,2,104.9,depression,swelling in limb,difficulty walking,blackleg
cow,6,37.4,nasal discharge,depression,salivation,pasteurellosis
buffalo,15,102.9,lameness,blisters on gums,loss of appetite,foot and mouth
goat,4,101.0,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,10,38.9,slow growth,fatigue,pale mucous membranes,parasite infestation
sheep,4,102.8,depression,difficult breathing,loss of appetite,pneumonia
buffalo,5,101.8,coughing,depression,loss of appetite,pneumonia
cow,1,102.1,loss of appetite,depression,coughing,pneumonia
sheep,7,40.2,loss of appetite,difficulty breathing,nasal discharge,pasteurellosis
cow,3,37.3,loss of appetite,high fever,fatigue,pasteurellosis
buffalo,13,102.5,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,5,103.0,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,3,101.6,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,5,103.3,loss of appetite,depression,painless lumps,lumpy skin disease
cow,4,40.9,coughing,weakness,fatigue,pasteurellosis
sheep,10,38.4,retained placenta,abortion,weakness,brucellosis
sheep,5,101.7,loss of appetite,painless lumps,depression,lumpy skin disease
cow,9,39.9,nasal discharge,coughing,swelling in neck,pasteurellosis
goat,10,102.1,difficulty walking,loss of appetite,sores on mouth,foot and mouth
cow,4,103.8,loss of appetite,depression,nasal discharge,pneumonia
sheep,3,100.3,depression,loss of appetite,coughing,pneumonia
cow,12,104.1,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,1,100.5,depression,nasal discharge,loss of appetite,pneumonia
sheep,10,102.4,painless lumps,loss of appetite,depression,lumpy skin disease
goat,7,38.5,loss of appetite,bloated abdomen,trembling,enterotoxemia
sheep,3,39.1,high fever,weakness,nasal discharge,pasteurellosis
sheep,1,102.5,loss of appetite,difficulty walking,crackling sound,blackleg
goat,7,40.9,difficulty breathing,weakness,nasal discharge,pasteurellosis
buffalo,6,37.1,weakness,weight loss,retained placenta,brucellosis
cow,3,102.9,blisters on gums,loss of appetite,difficulty walking,foot and mouth
goat,2,103.8,depression,loss of appetite,painless lumps,lumpy skin disease
cow,12,101.0,loss of appetite,painless lumps,depression,lumpy skin disease
cow,4,101.4,painless lumps,depression,loss of appetite,lumpy skin disease
cow,5,103.5,crackling sound,difficulty walking,loss of appetite,blackleg
buffalo,12,102.9,difficulty walking,sores on mouth,loss of appetite,foot and mouth
goat,2,100.6,painless lumps,depression,loss of appetite,lumpy skin disease
cow,2,102.0,depression,swelling in muscle,crackling sound,blackleg
cow,4,102.2,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,6,101.4,sores on hooves,lameness,loss of appetite,foot and mouth
goat,5,38.5,swelling in neck,nasal discharge,depression,pasteurellosis
buffalo,2,38.1,salivation,difficulty breathing,swelling in neck,pasteurellosis
goat,10,103.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
sheep,5,105.0,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,10,101.9,loss of appetite,depression,painless lumps,lumpy skin disease
cow,7,104.3,nasal discharge,depression,loss of appetite,pneumonia
goat,6,100.6,difficulty walking,swelling in muscle,crackling sound,blackleg
cow,10,39.9,swelling in neck,nasal discharge,high fever,pasteurellosis
buffalo,12,100.0,lameness,sores on hooves,loss of appetite,foot and mouth
goat,5,103.9,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,7,104.4,lameness,sores on hooves,loss of appetite,foot and mouth
goat,10,102.6,depression,loss of appetite,difficulty walking,blackleg
goat,3,39.9,swelling in neck,fatigue,loss of appetite,pasteurellosis
cow,12,101.3,sores on mouth,difficulty walking,loss of appetite,foot and mouth
cow,10,100.7,loss of appetite,depression,crackling sound,blackleg
goat,9,103.7,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,10,40.9,difficulty breathing,depression,weakness,pasteurellosis
cow,10,39.3,fever,loss of appetite,abdominal pain,enterotoxemia
buffalo,4,101.0,difficult breathing,depression,loss of appetite,pneumonia
buffalo,2,39.3,skin nodules,salivation,scabs on muzzle,lumpy skin disease
sheep,3,103.9,loss of appetite,difficult breathing,depression,pneumonia
buffalo,14,101.6,swelling in limb,loss of appetite,difficulty walking,blackleg
cow,13,100.4,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,3,38.5,reduced milk yield,swollen joints,retained placenta,brucellosis
buffalo,1,100.7,loss of appetite,sores on hooves,difficulty walking,foot and mouth
cow,9,104.6,lameness,crackling sound,swelling in muscle,blackleg
cow,5,37.2,difficulty breathing,loss of appetite,weakness,pasteurellosis
sheep,10,102.8,difficulty walking,depression,loss of appetite,blackleg
cow,2,40.9,loss of appetite,difficulty breathing,fatigue,pasteurellosis
goat,2,37.4,difficulty breathing,fatigue,swelling in neck,pasteurellosis
goat,8,104.8,depression,loss of appetite,coughing,pneumonia
sheep,6,100.5,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,8,103.6,depression,coughing,loss of appetite,pneumonia
buffalo,6,100.8,depression,loss of appetite,painless lumps,lumpy skin disease
sheep,7,103.5,depression,loss of appetite,painless lumps,lumpy skin disease
cow,3,101.9,crackling sound,depression,swelling in muscle,blackleg
goat,9,38.6,loss of appetite,depression,lameness,blackleg
buffalo,1,102.8,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,6,39.1,coughing,weakness,difficulty breathing,pasteurellosis
goat,9,38.2,scabs on muzzle,nasal discharge,loss of appetite,lumpy skin disease
sheep,4,104.2,depression,loss of appetite,crackling sound,blackleg
buffalo,7,101.3,loss of appetite,nasal discharge,depression,pneumonia
buffalo,12,101.5,loss of appetite,nasal discharge,depression,pneumonia
goat,3,40.2,loss of appetite,difficulty breathing,depression,pasteurellosis
cow,3,103.1,loss of appetite,depression,nasal discharge,pneumonia
goat,4,104.0,lameness,blisters on gums,loss of appetite,foot and mouth
cow,8,104.3,depression,nasal discharge,loss of appetite,pneumonia
sheep,4,101.4,difficulty walking,loss of appetite,crackling sound,blackleg
goat,7,104.4,depression,loss of appetite,painless lumps,lumpy skin disease
goat,3,102.5,loss of appetite,coughing,depression,pneumonia
sheep,2,100.5,difficult breathing,loss of appetite,depression,pneumonia
sheep,5,38.1,weakness,depression,fatigue,pasteurellosis
cow,10,103.3,loss of appetite,lameness,depression,blackleg
